text,true_label,pred_label,finbert_conf,rule_label,rule_conf
"RECAP 12/10 Unusual Puts:
$ITCI Jan 6 P
$AAPL Jan 240 P
$FXB Dec 123 P
$JD Jan 31 P
$NLOK Dec 26 P
$PDD Apr 35 P… https://t.co/pUqu2jUDbi",Bearish,Neutral,0.89672947,Neutral,0.6
"Sensex, Nifty Halt Four-Day Gaining Streak As RIL, HDFC Drag",Bearish,Neutral,0.6155817,Neutral,0.6
$AIKI my position remains intact. Buying dips.,Bullish,Bearish,0.69286835,Neutral,0.6
$AMZN - Amazon: One Of The Best Long-Term Investment In The Tech Sector. https://t.co/zC79wifAYj #finance #investing #stocks,Bullish,Neutral,0.70264554,Neutral,0.6
"$BOXL buyers into the close, nice !!!",Bullish,Neutral,0.8731083,Neutral,0.6
$BOXL loading up again !!! Last month K Laser Technology reported 30.2% Stake. https://t.co/Gd2jtkHBJE,Bullish,Neutral,0.88115704,Bullish,0.65
$BOXL nice start !!!! $PDSB still accumulating.,Bullish,Neutral,0.63443816,Neutral,0.6
$BPTH buy the dip.,Bullish,Neutral,0.8840492,Bullish,0.65
$BURL certainly isn't looking shabby https://t.co/3AqvmOgZuG,Bullish,Neutral,0.43769652,Neutral,0.6
"$CERN - Cerner: Undervalued, Wide Moat, Dominant. Read more: https://t.co/4KImEZVaU1 #finance #markets #economy",Bullish,Neutral,0.8447487,Neutral,0.6
"$CIFS could squeeze over 1 , im long and will add + on the break of the pivot level.",Bullish,Neutral,0.7927851,Neutral,0.85
$CPHI here is the technical chart. With some buying volume this China play could soar just like $YGYI https://t.co/tEbpZIklHz,Bullish,Neutral,0.81603175,Neutral,0.85
$FSUMF - FMG Offers Compelling Valuation And Dividend Yield (8%-10%). https://t.co/n8z87Sz8E5 #stockmarket #stocks #business,Bullish,Neutral,0.5524621,Neutral,0.6
$GDEN $ERI $MGM - Casino sector attracts some bets https://t.co/XjKy1M0CLb,Bullish,Neutral,0.5261532,Neutral,0.6
$GLD $SLV - Gold & Silver Update: December May Be A Bottom. Read more: https://t.co/c0d06nlqQJ #trading #finance #stocks,Bullish,Neutral,0.52199155,Neutral,0.85
"$MYOV is breaking out in pre-market, but we neeed more volume to confirm.",Bullish,Neutral,0.78782505,Neutral,0.6
$NIO nice breakout this morning. Next stop 2.46 https://t.co/rLdY9c1rw2,Bullish,Neutral,0.690307,Neutral,0.6
$NYMT out 1.82 from $1.60 @here,Bullish,Neutral,0.5560412,Neutral,0.6
$SINT volume Alert !! Big buy blocks. Momentum is coming back to this name. First pivot 50c https://t.co/MU2uyO5JFT,Bullish,Neutral,0.7887688,Bullish,0.65
$SINT woke up !!!! New HOD,Bullish,Neutral,0.8286945,Bullish,0.65
$SOLO could fuel shares of $WKHS,Bullish,Neutral,0.5948772,Neutral,0.85
$SRNE Took some. Love the news.,Bullish,Neutral,0.85894436,Neutral,0.6
$STZ - Time To Reach For Constellation Brands During The Coronavirus. https://t.co/6M1lRZZRyC #trading #business #economy,Bullish,Neutral,0.9042494,Neutral,0.6
$T - AT&T: An Attractive Options Strategy For The Coming Months. https://t.co/9LcAGrHWSL #economy #markets #stocks,Bullish,Neutral,0.78092587,Neutral,0.6
$TOPS Wow..... Morgan Stanley 13G 6.7%,Bullish,Neutral,0.8988168,Neutral,0.6
$YEXT - Yext: A Coronavirus Bull Case. https://t.co/7wlZOFGRu6 #trading #business #stocks,Bullish,Neutral,0.93968254,Bullish,0.65
“It’s my biggest holding.” Mark Cuban says he has nearly $1 billion in Amazon stock. https://t.co/5OLyDMTAdb,Bullish,Neutral,0.94445866,Neutral,0.6
"A Rising Share Price Has Us Looking Closely At Fortinet, Inc.'s (NASDAQ:FTNT) P/E Ratio",Bullish,Neutral,0.8202926,Neutral,0.6
A Rising Share Price Has Us Looking Closely At Vipshop Holdings Limited's (NYSE:VIPS) P/E Ratio,Bullish,Neutral,0.64679843,Neutral,0.6
added $MRK Feb 90/Dec 90.50 Call Diagonals,Bullish,Neutral,0.8384135,Neutral,0.6
Amazon is becoming a go-to for bulls - here's the chart now https://t.co/S86h9k7xuI,Bullish,Neutral,0.9181005,Neutral,0.6
"Beyond Meat among the stocks set to benefit from ongoing pork shortage, Bernstein says",Bullish,Neutral,0.6312775,Neutral,0.6
ChartTrader's recent $YMm0 short took off for a +700 pt gain in less than 30 minutes. Learn more and #tradesmarter… https://t.co/1JiBaAV8ji,Bullish,Neutral,0.8056609,Neutral,0.6
Ethereum (ETH) Price May Soon Surge 50%: Here’s Why - Ethereum World News,Bullish,Neutral,0.87605584,Neutral,0.85
Firan Technology Group Corporation (TSE:FTG) Is Employing Capital Very Effectively,Bullish,Neutral,0.54635835,Neutral,0.6
Hedge Funds Are Betting On Catchmark Timber Trust Inc (CTT),Bullish,Neutral,0.90888435,Neutral,0.6
Hedge Funds Are Buying Costamare Inc (CMRE),Bullish,Neutral,0.90009266,Neutral,0.6
Hedge Funds Have Never Been More Bullish On ADMA Biologics Inc (ADMA),Bullish,Neutral,0.6747623,Bearish,0.65
Hedge Funds Have Never Been More Bullish On BioSpecifics Technologies Corp. (BSTC),Bullish,Bearish,0.47842276,Bearish,0.65
"Hedge Funds Have Never Been More Bullish On New York Mortgage Trust, Inc. (NYMT)",Bullish,Neutral,0.6986588,Bearish,0.65
"Hedge Funds Have Never Been This Bullish On Hallmark Financial Services, Inc. (HALL)",Bullish,Neutral,0.8894297,Bearish,0.65
Hedge Funds Have Never Been This Bullish On North American Construction Group Ltd. (NOA),Bullish,Bearish,0.53651065,Bearish,0.65
Here comes the bounce $LK,Bullish,Neutral,0.92064786,Bullish,0.65
Here's what has stocks surging midday: https://t.co/9Jg08tQs6j,Bullish,Neutral,0.83842576,Neutral,0.6
"If You Had Bought AXA (EPA:CS) Stock Five Years Ago, You Could Pocket A 33% Gain Today",Bullish,Neutral,0.71940553,Neutral,0.85
"If You Had Bought Century Communities (NYSE:CCS) Stock Five Years Ago, You Could Pocket A 61% Gain Today",Bullish,Neutral,0.8103427,Neutral,0.85
Industrials with nice bull flags breaking out today $EMR $ZBRA $PH $SWK,Bullish,Neutral,0.74069095,Bullish,0.65
Knoll (NYSE:KNL) Has A Pretty Healthy Balance Sheet,Bullish,Neutral,0.6304729,Neutral,0.6
"Prudential Financial, Inc. Just Beat EPS By 11%: Here's What Analysts Think Will Happen Next",Bullish,Neutral,0.8603924,Bullish,0.65
"RECAP 12/10 +Pos Comments:
$HUYA + Hedgeye
$TSLA + Rosenblatt
$TXMD + CJS
$INFY + BofAML",Bullish,Neutral,0.9118173,Neutral,0.6
"Shareholders Are Loving LeMaitre Vascular, Inc.'s (NASDAQ:LMAT) 1.0% Yield",Bullish,Neutral,0.69261867,Neutral,0.6
Stock Traders Are Dumping Virus Hedges After ‘Peak Fear’ Passes,Bullish,Neutral,0.55517614,Neutral,0.6
"Tesla $TSLA with 1400 January 2022 $1280 calls bought to open $33.50 to $36 for around $5M

And with that, I am off... https://t.co/uiJ0iHFoUw",Bullish,Neutral,0.67273027,Neutral,0.6
The Bull Case for Shopify Stock Is More Relevant Than Ever,Bullish,Neutral,0.93373716,Bullish,0.65
We have been following $PGNY closely all week; added it to our Buy Alert list on Tuesday. Today it's ripping to new… https://t.co/BFM1RLzOjG,Bullish,Neutral,0.9132048,Bullish,0.65
Why Capri Holdings Is a Buy This Season,Bullish,Neutral,0.9416408,Bullish,0.65
"Why Ebix, Inc. (NASDAQ:EBIX) Should Be In Your Dividend Portfolio",Bullish,Neutral,0.9349002,Neutral,0.6
Why Has Cree’s Revenue Jumped 40% In The Past 2 Years?,Bullish,Neutral,0.51260376,Neutral,0.6
Why Snap Stock Jumped Today,Bullish,Neutral,0.8661667,Neutral,0.6
Why Visa's Stock Price Could Keep Rising,Bullish,Neutral,0.87646115,Neutral,0.85
"Why You Should Like Aena S.M.E., S.A.’s (BME:AENA) ROCE",Bullish,Neutral,0.9223087,Neutral,0.6
$GPRO strong action.,Neutral,Bullish,0.84234214,Bullish,0.65
"$JCP - J.C. Penney: Q3 Impresses, But Headwinds Remain. Get more updates here: https://t.co/nRuoADTjLN #business #trading #markets",Neutral,Bullish,0.68379515,Bullish,0.9
"$NVDA $UBER - Beware The Ides Of December, Current Events Should Boost Markets Now; Sell Uber And Tesla. Get more u… https://t.co/BcYnGhPTG3",Neutral,Bullish,0.7114148,Neutral,0.6
"$PIXY with just 1.1M shares float, if volume comes in again , the bounce could be explosive. U know how this stock works. Great entry point.",Neutral,Bullish,0.8056823,Bullish,0.75
$SCANX: Stocks/ETFs that traded to new 52 week highs/lows this session - New highs (37) outpacing new lows (30) https://t.co/mozUwgcLn9,Neutral,Bearish,0.7156699,Neutral,0.6
$SPY $IWM $TNA - Small caps aim to retake some ground https://t.co/lRTT9N8kdA,Neutral,Bullish,0.75626826,Neutral,0.6
$XYL - Xylem: Headwinds To Continue Over Several Quarters. Read more and sign up for updates:… https://t.co/uD2LB5E7NG,Neutral,Bullish,0.6017159,Bullish,0.65
11 Foreign Stocks With The Lowest Earnings Multiples,Neutral,Bearish,0.74246895,Neutral,0.6
2 Top Small-Cap Stocks to Buy In February,Neutral,Bullish,0.56509763,Bullish,0.65
3 Great Semiconductor Stocks to Invest In for 2020,Neutral,Bullish,0.5303038,Bullish,0.65
3 Top Small-Cap Stocks to Buy in February,Neutral,Bullish,0.56509763,Bullish,0.65
5 Stocks With January Bounce-Back Potential,Neutral,Bearish,0.7493748,Bullish,0.65
6 Guru Stocks Beating the Market,Neutral,Bullish,0.5993449,Bullish,0.65
Best Stocks for 2020: Housing Trend Will Boost PennyMac Financial,Neutral,Bullish,0.8411176,Neutral,0.6
Better Buy: AbbVie vs. Merck,Neutral,Bullish,0.5378812,Bullish,0.65
Can The North West Company Inc. (TSE:NWC) Maintain Its Strong Returns?,Neutral,Bullish,0.5654329,Bullish,0.65
Did Business Growth Power CGI's (TSE:GIB.A) Share Price Gain of 163%?,Neutral,Bullish,0.55338067,Bullish,0.75
Did Business Growth Power Maya Gold and Silver's (TSE:MYA) Share Price Gain of 296%?,Neutral,Bullish,0.6392843,Bullish,0.75
"Did You Own The Decade's Best Stock? It's Up 3,743%",Neutral,Bullish,0.57118285,Bullish,0.65
Does K3 Capital Group PLC (LON:K3C) Have A Particularly Volatile Share Price?,Neutral,Bearish,0.67058545,Neutral,0.6
Does The Teradata Corporation (NYSE:TDC) Share Price Fall With The Market?,Neutral,Bearish,0.5085482,Bearish,0.65
Hedge Funds Had Impeccable Timing Buying Myovant Sciences Ltd. (MYOV),Neutral,Bullish,0.6550906,Neutral,0.6
How Much Have Harley-Davidson’s Shipments Fallen Since 2014?,Neutral,Bearish,0.8455804,Neutral,0.6
Howard Bancorp (NASDAQ:HBMD) Shareholders Have Enjoyed A 54% Share Price Gain,Neutral,Bullish,0.84925896,Bullish,0.65
Imagine Owning Apex Global Brands (NASDAQ:APEX) And Taking A 98% Loss Square On The Chin,Neutral,Bearish,0.39925846,Bearish,0.65
Is CBIZ's (NYSE:CBZ) Share Price Gain Of 200% Well Earned?,Neutral,Bullish,0.81999487,Bullish,0.65
"Macy's has shrunk to the size of Beyond Meat. It's going to get worse, technician says $M $BYND (via @TradingNation) https://t.co/h86IfyLmqy",Neutral,Bearish,0.8364544,Neutral,0.6
Should Community Bankers Trust (NASDAQ:ESXB) Be Disappointed With Their 99% Profit?,Neutral,Bearish,0.85024095,Bullish,0.65
Should CorEnergy Infrastructure Trust (NYSE:CORR) Be Disappointed With Their 39% Profit?,Neutral,Bearish,0.8576352,Bullish,0.65
Stock Market News: Netflix Climbs on Subscriber Data; Johnson & Johnson Looks Healthy,Neutral,Bullish,0.8240962,Neutral,0.6
Two Firms Are Clashing About the Fate of U.S. Small-Cap Stocks,Neutral,Bearish,0.7198677,Neutral,0.6
Why value stocks surged more than growth stocks in 2019,Neutral,Bullish,0.80322623,Bullish,0.65
$CIM (-1.8% pre) Chimera Investment (CIM) Announces Public Offering of Convertible Senior Notes - SI https://t.co/icZf07FFnY,Bearish,Neutral,0.5993201,Neutral,0.6
$LNN - Lindsay -2% as COVID-19 impact 'remains uncertain' https://t.co/X5HppJ6i0k,Bearish,Neutral,0.56174034,Neutral,0.6
$WORK - Slack -5% after statement on IBM https://t.co/L71kecX7LL,Bearish,Neutral,0.81399643,Neutral,0.6
Adamis Pharma -61% on FDA's Zimhi rejection,Bearish,Neutral,0.8234494,Neutral,0.6
Afya -3.4% on offering of class A common shares,Bearish,Neutral,0.9102799,Neutral,0.6
Cabot Microelectronics tanks on soft guidance,Bearish,Neutral,0.8932925,Neutral,0.6
"JUST IN: Slack shares halted for pending news.

https://t.co/jn8limUSe7",Bearish,Neutral,0.6465815,Neutral,0.6
"KL, CBAY among premarket losers",Bearish,Neutral,0.8328956,Neutral,0.6
Kohl's -11% after profit view slashed,Bearish,Bullish,0.47523654,Bullish,0.65
New York Mortgage Trust sinks 2.7% after announcing capital raise,Bearish,Neutral,0.79058,Bullish,0.65
Organogenesis -8.9% amid 9M-share offering,Bearish,Neutral,0.6286311,Neutral,0.6
"QD, HEXO among premarket losers",Bearish,Neutral,0.89849335,Neutral,0.6
Roku -5.1% after filing to offer up to 1M shares,Bearish,Bullish,0.50054353,Bullish,0.65
"Synthetic Biologics, Inc. (SYN) Sinks -4.79% Today: Breaking Down The Root Causes - Find News",Bearish,Neutral,0.9065738,Bearish,0.65
"Taco Bell, KFC parent Yum Brands' stock drops after profit misses but revenue beat",Bearish,Bullish,0.85388577,Bullish,0.9
Tesla -3% as China slowdown factors in,Bearish,Neutral,0.6357596,Neutral,0.6
"Uber's $UBER share price is down approximately 29% since its IPO in May 2019, while the S&P 500 is up nearly 8% dur… https://t.co/V7eqP2opTW",Bearish,Neutral,0.8593267,Neutral,0.85
Woodward ~6% post Q4 earnings miss,Bearish,Bullish,0.67979455,Bearish,0.65
$CC $MMM $DD - PFAS chemical makers climb as Congress makes no decision https://t.co/cthudaPdFL,Bullish,Neutral,0.5182133,Neutral,0.6
$CGC - Canopy Growth +4% premarket on new cannabis license for Smiths Falls facility https://t.co/FYvMKq9dAf,Bullish,Neutral,0.544625,Neutral,0.6
"$HCHC (+5.7% pre) HC2 Holdings (HCHC) in Advanced Discussions to Sell Continental Insurance, Retains Advisor to Exp… https://t.co/a36tqbUnUy",Bullish,Neutral,0.91687995,Neutral,0.6
"$JAN (+92.2% pre) JanOne entered into a Patent and Know How License Agreement with UAB Research Foundation, TheraVa… https://t.co/lNeVmJnG1c",Bullish,Neutral,0.61852795,Neutral,0.6
"$LIVX (+16.8% pre) LiveXLive Media (LIVX), Samsung Announce Production And Distribution Partnership - SI - SI https://t.co/us7jsZ5apN",Bullish,Neutral,0.7519041,Neutral,0.6
"$M (+11.7% pre) Macy's finance chief Paula Price to step down in May - SI

https://t.co/qKgwR2a9Ft",Bullish,Neutral,0.7565164,Neutral,0.85
$NSPR - InspireMD chief to step down; shares up 3% https://t.co/nw4ii9SQFu,Bullish,Neutral,0.4812264,Neutral,0.6
$NVCR shows institutional accumulation with blue skyscraper last week and closing near highs. Forms a cup base with… https://t.co/s6fdABDVVW,Bullish,Neutral,0.49647698,Neutral,0.6
$PACD Added + shares on pullback. BORR +130% they will find this sympathy play very soon. Money will flow into this… https://t.co/0PTZlnV1ps,Bullish,Neutral,0.5599037,Neutral,0.6
"$PSTI (+56.3% pre) Pluristem Reports Preliminary Data from its COVID-19 Compassionate Use Program, Treating Seven P… https://t.co/hke1zV8mkt",Bullish,Neutral,0.9104909,Neutral,0.6
$SRNE (+36.3% pre) Sorrento Therapeutics shares soar 25% after it rejects offer from two companies - MW https://t.co/5WB1nxwKVn,Bullish,Bearish,0.76210237,Neutral,0.6
$TSLA +7% in pm (BLOG IDEA). Breaking out of the bullish flag that i mentioned several times last week.,Bullish,Neutral,0.7904761,Bullish,0.65
"$VRNS (+0.0% pre) Varonis Systems reports preliminary Q1 - SA

https://t.co/ORtdEEogHg",Bullish,Neutral,0.9390744,Neutral,0.6
"$XOM (+5.8% pre) Exxon cuts full-year capex forecast by 30%, maintains long-term outlook - SA

https://t.co/zXwoE1Emyq",Bullish,Bearish,0.7571453,Bearish,0.65
AbbVie stock jumps 2.6% premarket,Bullish,Neutral,0.619762,Neutral,0.6
AMC Entertainment rallies after big Frozen 2 weekend,Bullish,Neutral,0.44460246,Neutral,0.6
Bill.com +72% in trading debut,Bullish,Neutral,0.55952185,Neutral,0.6
Canopy Growth +4% premarket on new cannabis license for Smiths Falls facility,Bullish,Neutral,0.8400524,Neutral,0.6
Carnival's stock soars after Saudi sovereign wealth fund takes stake in the crippled cruise company https://t.co/IFYPXCDpja,Bullish,Neutral,0.3957425,Neutral,0.6
"Intelsat's stock bounces 6.6% premarket, after plummeting 55% over the past 2 days to 19-mo. low",Bullish,Bearish,0.78627425,Neutral,0.6
LiveXLive +23% on Samsung tie-up,Bullish,Neutral,0.8775169,Bullish,0.65
National Oilwell Varco +10% after Q4 results,Bullish,Neutral,0.4452333,Neutral,0.6
One Medical parent 1Life Healthcare stock soars 38% in early debut trading https://t.co/dRNcVEH6ob,Bullish,Bearish,0.65143305,Neutral,0.6
RealNetworks CEO Rob Glaser to invest into the Company; shares +12%,Bullish,Neutral,0.8411557,Neutral,0.6
"Tesla Tops $900 in Parabolic Surge, Spurring Analyst Downgrade",Bullish,Bearish,0.7726834,Neutral,0.6
Unisys's stock soars 16% premarket after sale of U.S. Federal business for $1.2 bln,Bullish,Bearish,0.65344304,Neutral,0.6
Wayfair soared as much as 51% after the online home-goods retailer said first-quarter net revenue growth would at l… https://t.co/aGZUiKSDvu,Bullish,Neutral,0.864777,Neutral,0.85
"$SUMRX: Gapping up/down: ABB +4%, MCHP +3%, NVO +3%, HUM +2% and CMG +1.6% after earnings, RDS.A +2% and TOL +2%... https://t.co/P30bZdswdX",Neutral,Bearish,0.7679703,Neutral,0.6
"$SUMRX: Gapping up/down: DOCU +10.5%, ULTA +9%, AOBC +7%, BIG +7%, CLDR +6.5% and CRWD +5% after earnings, TTD +5%.… https://t.co/a5vlQXPdji",Neutral,Bearish,0.7199681,Neutral,0.6
Marvell Technology (MRVL) Gains As Market Dips: What You Should Know - Nasdaq,Neutral,Bullish,0.39319542,Bullish,0.65
